time [nanoSec],	 voltage[mV] 
2618,	 -0.007451
2620,	 -0.007279
2622,	 -0.007625
2624,	 -0.007105
2626,	 -0.007972
2628,	 -0.007105
2630,	 -0.007625
2632,	 -0.007279
2634,	 -0.007625
2636,	 -0.007625
2638,	 -0.006932
2640,	 -0.007451
2642,	 -0.007451
2644,	 -0.007279
2646,	 -0.007625
2648,	 -0.007105
2650,	 -0.007972
2652,	 -0.007451
2654,	 -0.006932
2656,	 -0.007451
2658,	 -0.007625
2660,	 -0.006759
2662,	 -0.007451
2664,	 -0.007279
2666,	 -0.007451
2668,	 -0.006759
2670,	 -0.007625
2672,	 -0.007625
2674,	 -0.007451
2676,	 -0.006932
2678,	 -0.007279
2680,	 -0.007451
2682,	 -0.007451
2684,	 -0.006932
2686,	 -0.007279
2688,	 -0.007279
2690,	 -0.007279
2692,	 -0.007279
2694,	 -0.007625
2696,	 -0.007279
2698,	 -0.007451
2700,	 -0.006932
2702,	 -0.007625
2704,	 -0.006932
2706,	 -0.007105
2708,	 -0.006932
2710,	 -0.007279
2712,	 -0.007279
2714,	 -0.007451
2716,	 -0.006932
2718,	 -0.007279
2720,	 -0.007798
2722,	 -0.007625
2724,	 -0.006932
2726,	 -0.007451
2728,	 -0.007625
2730,	 -0.007451
2732,	 -0.007279
2734,	 -0.007279
2736,	 -0.007625
2738,	 -0.007625
2740,	 -0.006759
2742,	 -0.007625
2744,	 -0.007625
2746,	 -0.007105
2748,	 -0.007105
2750,	 -0.007279
2752,	 -0.006759
2754,	 -0.007451
2756,	 -0.006932
2758,	 -0.007625
2760,	 -0.007279
2762,	 -0.007451
2764,	 -0.007625
2766,	 -0.007798
2768,	 -0.007625
2770,	 -0.007625
2772,	 -0.007279
2774,	 -0.007625
2776,	 -0.007798
2778,	 -0.007625
2780,	 -0.006932
2782,	 -0.007279
2784,	 -0.006932
2786,	 -0.008145
2788,	 -0.007279
2790,	 -0.006932
2792,	 -0.007451
2794,	 -0.007625
2796,	 -0.007625
2798,	 -0.006932
2800,	 -0.007279
2802,	 -0.007972
2804,	 -0.007279
2806,	 -0.007972
2808,	 -0.006932
2810,	 -0.007451
2812,	 -0.007279
2814,	 -0.007625
2816,	 -0.007625
2818,	 -0.007625
2820,	 -0.007105
2822,	 -0.007279
2824,	 -0.007798
2826,	 -0.007451
2828,	 -0.006932
2830,	 -0.007279
2832,	 -0.007625
2834,	 -0.007972
2836,	 -0.007279
2838,	 -0.007105
2840,	 -0.007451
2842,	 -0.007451
2844,	 -0.006932
2846,	 -0.007105
2848,	 -0.007625
2850,	 -0.007625
2852,	 -0.007279
2854,	 -0.007451
2856,	 -0.007451
2858,	 -0.007625
2860,	 -0.007279
2862,	 -0.007279
2864,	 -0.007625
2866,	 -0.007972
2868,	 -0.006932
2870,	 -0.007625
2872,	 -0.006932
2874,	 -0.006932
2876,	 -0.007451
2878,	 -0.007105
2880,	 -0.007105
2882,	 -0.007451
2884,	 -0.006412
2886,	 -0.007105
2888,	 -0.007279
2890,	 -0.007451
2892,	 -0.007105
2894,	 -0.007105
2896,	 -0.007798
2898,	 -0.007451
2900,	 -0.006759
2902,	 -0.007279
2904,	 -0.007451
2906,	 -0.007451
2908,	 -0.006932
2910,	 -0.007798
2912,	 -0.007625
2914,	 -0.007625
2916,	 -0.006932
2918,	 -0.007625
2920,	 -0.007798
2922,	 -0.007451
2924,	 -0.007625
2926,	 -0.007625
2928,	 -0.007625
2930,	 -0.007972
2932,	 -0.007625
2934,	 -0.007279
2936,	 -0.007625
2938,	 -0.007451
2940,	 -0.007279
2942,	 -0.007451
2944,	 -0.007279
2946,	 -0.007625
2948,	 -0.007105
2950,	 -0.007451
2952,	 -0.007625
2954,	 -0.007625
2956,	 -0.006932
2958,	 -0.007105
2960,	 -0.007451
2962,	 -0.007451
2964,	 -0.007105
2966,	 -0.007625
2968,	 -0.007279
2970,	 -0.007279
2972,	 -0.006932
2974,	 -0.007625
2976,	 -0.007625
2978,	 -0.007451
2980,	 -0.006759
2982,	 -0.007279
2984,	 -0.007451
2986,	 -0.007798
2988,	 -0.007105
2990,	 -0.007105
2992,	 -0.007105
2994,	 -0.007451
2996,	 -0.007105
2998,	 -0.007451
3000,	 -0.007279
3002,	 -0.007451
3004,	 -0.007625
3006,	 -0.007279
3008,	 -0.007625
3010,	 -0.007625
3012,	 -0.007105
3014,	 -0.007451
3016,	 -0.007625
3018,	 -0.007451
3020,	 -0.006932
3022,	 -0.007972
3024,	 -0.008145
3026,	 -0.007625
3028,	 -0.007279
3030,	 -0.007972
3032,	 -0.007451
3034,	 -0.007625
3036,	 -0.007279
3038,	 -0.007625
3040,	 -0.007451
3042,	 -0.007625
3044,	 -0.006932
3046,	 -0.007451
3048,	 -0.007279
3050,	 -0.007451
3052,	 -0.007105
3054,	 -0.007105
3056,	 -0.007105
3058,	 -0.007625
3060,	 -0.006932
3062,	 -0.007105
3064,	 -0.007279
3066,	 -0.007625
3068,	 -0.006932
3070,	 -0.007279
3072,	 -0.007279
3074,	 -0.007451
3076,	 -0.007105
3078,	 -0.007972
3080,	 -0.007798
3082,	 -0.007451
3084,	 -0.006932
3086,	 -0.007625
3088,	 -0.007625
3090,	 -0.008145
3092,	 -0.006932
3094,	 -0.007798
3096,	 -0.007279
3098,	 -0.007625
3100,	 -0.006932
3102,	 -0.007105
3104,	 -0.006932
3106,	 -0.007625
3108,	 -0.006932
3110,	 -0.007105
3112,	 -0.007279
3114,	 -0.007625
3116,	 -0.006932
3118,	 -0.007105
3120,	 -0.007625
3122,	 -0.007798
3124,	 -0.006759
3126,	 -0.007105
3128,	 -0.007105
3130,	 -0.007451
3132,	 -0.007279
3134,	 -0.007972
3136,	 -0.007279
3138,	 -0.007798
3140,	 -0.007625
3142,	 -0.007972
3144,	 -0.007972
3146,	 -0.007625
3148,	 -0.006759
3150,	 -0.007625
3152,	 -0.007279
3154,	 -0.007625
3156,	 -0.006759
3158,	 -0.007105
3160,	 -0.007625
3162,	 -0.007972
3164,	 -0.007451
3166,	 -0.007625
3168,	 -0.007451
3170,	 -0.007625
3172,	 -0.006759
3174,	 -0.008145
3176,	 -0.007451
3178,	 -0.007105
3180,	 -0.007625
3182,	 -0.007625
3184,	 -0.007451
3186,	 -0.007451
3188,	 -0.007279
3190,	 -0.007625
3192,	 -0.007279
3194,	 -0.007451
3196,	 -0.007105
3198,	 -0.007279
3200,	 -0.007451
3202,	 -0.007625
3204,	 -0.006932
3206,	 -0.007798
3208,	 -0.007279
3210,	 -0.007451
3212,	 -0.007279
3214,	 -0.007105
3216,	 -0.006932
3218,	 -0.007625
3220,	 -0.007451
3222,	 -0.007105
3224,	 -0.007105
3226,	 -0.007625
3228,	 -0.006585
3230,	 -0.006759
3232,	 -0.006759
3234,	 -0.007451
3236,	 -0.007105
3238,	 -0.007279
3240,	 -0.007798
3242,	 -0.007625
3244,	 -0.007798
3246,	 -0.007279
3248,	 -0.007451
3250,	 -0.007972
3252,	 -0.006932
3254,	 -0.008145
3256,	 -0.007798
3258,	 -0.007972
3260,	 -0.007279
3262,	 -0.007105
3264,	 -0.007279
3266,	 -0.007105
3268,	 -0.006759
3270,	 -0.007625
3272,	 -0.007625
3274,	 -0.007105
3276,	 -0.006932
3278,	 -0.006759
3280,	 -0.006932
3282,	 -0.007625
3284,	 -0.006759
3286,	 -0.007105
3288,	 -0.006759
3290,	 -0.007105
3292,	 -0.007451
3294,	 -0.006932
3296,	 -0.007105
3298,	 -0.007451
3300,	 -0.006932
3302,	 -0.007451
3304,	 -0.007279
3306,	 -0.007279
3308,	 -0.006932
3310,	 -0.007279
3312,	 -0.007625
3314,	 -0.007279
3316,	 -0.007279
3318,	 -0.007279
3320,	 -0.007625
3322,	 -0.007105
3324,	 -0.007625
3326,	 -0.007279
3328,	 -0.007105
3330,	 -0.007625
3332,	 -0.006759
3334,	 -0.007279
3336,	 -0.007451
3338,	 -0.006932
3340,	 -0.007625
3342,	 -0.007451
3344,	 -0.007451
3346,	 -0.007451
3348,	 -0.007451
3350,	 -0.008145
3352,	 -0.007279
3354,	 -0.007451
3356,	 -0.006932
3358,	 -0.007279
3360,	 -0.007625
3362,	 -0.007105
3364,	 -0.007279
3366,	 -0.007105
3368,	 -0.007105
3370,	 -0.006759
3372,	 -0.007105
3374,	 -0.007105
3376,	 -0.007279
3378,	 -0.007105
3380,	 -0.006412
3382,	 -0.007451
3384,	 -0.007451
3386,	 -0.006585
3388,	 -0.007279
3390,	 -0.007279
3392,	 -0.007105
3394,	 -0.007105
3396,	 -0.006585
3398,	 -0.007798
3400,	 -0.007625
3402,	 -0.007451
3404,	 -0.007279
3406,	 -0.007105
3408,	 -0.007279
3410,	 -0.007625
3412,	 -0.007105
3414,	 -0.007451
3416,	 -0.007625
3418,	 -0.007279
3420,	 -0.007279
3422,	 -0.007279
3424,	 -0.007451
3426,	 -0.007798
3428,	 -0.007279
3430,	 -0.007279
3432,	 -0.007625
3434,	 -0.007625
3436,	 -0.007279
3438,	 -0.007451
3440,	 -0.007625
3442,	 -0.007972
3444,	 -0.007279
3446,	 -0.007625
3448,	 -0.007279
3450,	 -0.007279
3452,	 -0.007105
3454,	 -0.007105
3456,	 -0.007451
3458,	 -0.007451
3460,	 -0.007105
3462,	 -0.007625
3464,	 -0.007279
3466,	 -0.007625
3468,	 -0.007279
3470,	 -0.007279
3472,	 -0.007625
3474,	 -0.007451
3476,	 -0.007279
3478,	 -0.006932
3480,	 -0.007451
3482,	 -0.007105
3484,	 -0.006932
3486,	 -0.007279
3488,	 -0.006759
3490,	 -0.007451
3492,	 -0.006759
3494,	 -0.007972
3496,	 -0.007451
3498,	 -0.007625
3500,	 -0.007279
3502,	 -0.006932
3504,	 -0.007105
3506,	 -0.007279
3508,	 -0.007625
3510,	 -0.007279
3512,	 -0.007451
3514,	 -0.007105
3516,	 -0.006932
3518,	 -0.007798
3520,	 -0.007279
3522,	 -0.007625
3524,	 -0.007105
3526,	 -0.007279
3528,	 -0.007279
3530,	 -0.007105
3532,	 -0.006585
3534,	 -0.007105
3536,	 -0.006932
3538,	 -0.007625
3540,	 -0.007451
3542,	 -0.007279
3544,	 -0.007451
3546,	 -0.007625
3548,	 -0.007279
3550,	 -0.007105
3552,	 -0.007279
3554,	 -0.007625
3556,	 -0.006759
3558,	 -0.007451
3560,	 -0.007105
3562,	 -0.008145
3564,	 -0.007279
3566,	 -0.007625
3568,	 -0.007451
3570,	 -0.007451
3572,	 -0.006759
3574,	 -0.007798
3576,	 -0.007279
3578,	 -0.007105
3580,	 -0.006759
3582,	 -0.007105
3584,	 -0.006932
3586,	 -0.007625
3588,	 -0.007279
3590,	 -0.007625
3592,	 -0.007625
3594,	 -0.007625
3596,	 -0.006585
3598,	 -0.007279
3600,	 -0.007625
3602,	 -0.007798
3604,	 -0.007451
3606,	 -0.007798
3608,	 -0.007279
3610,	 -0.008145
3612,	 -0.007798
3614,	 -0.007972
3616,	 -0.007798
3618,	 -0.007972
3620,	 -0.006932
3622,	 -0.007798
3624,	 -0.007625
3626,	 -0.007972
3628,	 -0.006932
3630,	 -0.007279
3632,	 -0.007972
3634,	 -0.007625
3636,	 -0.007105
3638,	 -0.007798
3640,	 -0.007279
3642,	 -0.007451
3644,	 -0.007279
3646,	 -0.007105
3648,	 -0.006759
3650,	 -0.007972
3652,	 -0.007625
3654,	 -0.007625
3656,	 -0.007625
3658,	 -0.007451
3660,	 -0.007105
3662,	 -0.007625
3664,	 -0.007625
3666,	 -0.007972
3668,	 -0.006932
3670,	 -0.007279
3672,	 -0.007279
3674,	 -0.007972
3676,	 -0.006932
3678,	 -0.007105
3680,	 -0.006932
3682,	 -0.007625
3684,	 -0.006932
3686,	 -0.007972
3688,	 -0.007279
3690,	 -0.007451
3692,	 -0.007105
3694,	 -0.007451
3696,	 -0.006932
3698,	 -0.007972
3700,	 -0.007279
3702,	 -0.007279
3704,	 -0.007625
3706,	 -0.007451
3708,	 -0.007105
3710,	 -0.007625
3712,	 -0.007279
3714,	 -0.008318
3716,	 -0.007279
3718,	 -0.007798
3720,	 -0.007279
3722,	 -0.007105
3724,	 -0.006759
3726,	 -0.006932
3728,	 -0.007105
3730,	 -0.007625
3732,	 -0.007279
3734,	 -0.007625
3736,	 -0.007625
3738,	 -0.007625
3740,	 -0.007105
3742,	 -0.007798
3744,	 -0.007279
3746,	 -0.006932
3748,	 -0.007105
3750,	 -0.007451
3752,	 -0.007451
3754,	 -0.007625
3756,	 -0.006759
3758,	 -0.007105
3760,	 -0.007625
3762,	 -0.007798
3764,	 -0.007279
3766,	 -0.007798
3768,	 -0.007625
3770,	 -0.007451
3772,	 -0.007625
3774,	 -0.007451
3776,	 -0.007798
3778,	 -0.007625
3780,	 -0.007451
3782,	 -0.007625
3784,	 -0.007451
3786,	 -0.007798
3788,	 -0.007451
3790,	 -0.007279
3792,	 -0.007625
3794,	 -0.007972
3796,	 -0.006932
3798,	 -0.007279
3800,	 -0.007625
3802,	 -0.007105
3804,	 -0.007279
3806,	 -0.007105
3808,	 -0.007279
3810,	 -0.007625
3812,	 -0.007451
3814,	 -0.007625
3816,	 -0.007279
3818,	 -0.007105
3820,	 -0.007279
3822,	 -0.007105
3824,	 -0.007279
3826,	 -0.007451
3828,	 -0.007279
3830,	 -0.007105
3832,	 -0.006932
3834,	 -0.007451
3836,	 -0.007279
3838,	 -0.007105
3840,	 -0.007451
3842,	 -0.007625
3844,	 -0.007279
3846,	 -0.007451
3848,	 -0.007279
3850,	 -0.007279
3852,	 -0.007451
3854,	 -0.007279
3856,	 -0.007972
3858,	 -0.007972
3860,	 -0.007279
3862,	 -0.007625
3864,	 -0.007972
3866,	 -0.007625
3868,	 -0.007105
3870,	 -0.007625
3872,	 -0.007279
3874,	 -0.007625
3876,	 -0.007798
3878,	 -0.007625
3880,	 -0.007279
3882,	 -0.007451
3884,	 -0.006759
3886,	 -0.007105
3888,	 -0.007279
3890,	 -0.007972
3892,	 -0.006932
3894,	 -0.008145
3896,	 -0.007798
3898,	 -0.007451
3900,	 -0.006932
3902,	 -0.007105
3904,	 -0.007451
3906,	 -0.007451
3908,	 -0.007451
3910,	 -0.007625
3912,	 -0.007798
3914,	 -0.007451
3916,	 -0.007279
3918,	 -0.007105
3920,	 -0.007279
3922,	 -0.007625
3924,	 -0.007625
3926,	 -0.007625
3928,	 -0.007105
3930,	 -0.007451
3932,	 -0.007279
3934,	 -0.007625
3936,	 -0.007451
3938,	 -0.007279
3940,	 -0.006932
3942,	 -0.007798
3944,	 -0.006932
3946,	 -0.007105
3948,	 -0.006932
3950,	 -0.006932
3952,	 -0.006932
3954,	 -0.007451
3956,	 -0.006932
3958,	 -0.006759
3960,	 -0.007279
3962,	 -0.007451
3964,	 -0.007625
3966,	 -0.007279
3968,	 -0.007279
3970,	 -0.007451
3972,	 -0.006585
3974,	 -0.007625
3976,	 -0.007451
3978,	 -0.007279
3980,	 -0.006932
3982,	 -0.006759
3984,	 -0.007625
3986,	 -0.007451
3988,	 -0.006932
3990,	 -0.007625
3992,	 -0.007105
3994,	 -0.007279
3996,	 -0.007279
3998,	 -0.007279
4000,	 -0.007279
4002,	 -0.007972
4004,	 -0.007279
4006,	 -0.006932
4008,	 -0.007798
4010,	 -0.007451
4012,	 -0.007279
4014,	 -0.007105
4016,	 -0.007279
4018,	 -0.007451
4020,	 -0.006932
4022,	 -0.007625
4024,	 -0.006932
4026,	 -0.007451
4028,	 -0.007279
4030,	 -0.007279
4032,	 -0.007625
4034,	 -0.007625
4036,	 -0.007279
4038,	 -0.007625
4040,	 -0.007798
4042,	 -0.007625
4044,	 -0.007451
4046,	 -0.007279
4048,	 -0.006932
4050,	 -0.007451
4052,	 -0.007451
4054,	 -0.007625
4056,	 -0.007279
4058,	 -0.007105
4060,	 -0.007279
4062,	 -0.007105
4064,	 -0.007625
4066,	 -0.007451
4068,	 -0.006932
4070,	 -0.007451
4072,	 -0.006932
4074,	 -0.007625
4076,	 -0.006932
4078,	 -0.006759
4080,	 -0.006932
4082,	 -0.007625
4084,	 -0.007279
4086,	 -0.007105
4088,	 -0.007625
4090,	 -0.007451
4092,	 -0.006932
4094,	 -0.007625
4096,	 -0.007279
4098,	 -0.007625
4100,	 -0.006412
4102,	 -0.007279
4104,	 -0.007798
4106,	 -0.007798
4108,	 -0.007105
4110,	 -0.006759
4112,	 -0.007625
4114,	 -0.007279
4116,	 -0.006932
4118,	 -0.007451
4120,	 -0.007105
4122,	 -0.007451
4124,	 -0.007105
4126,	 -0.007279
4128,	 -0.006759
4130,	 -0.007451
4132,	 -0.006759
4134,	 -0.007105
4136,	 -0.007279
4138,	 -0.007105
4140,	 -0.007105
4142,	 -0.007451
4144,	 -0.007279
4146,	 -0.007451
4148,	 -0.007451
4150,	 -0.007279
4152,	 -0.006932
4154,	 -0.007451
4156,	 -0.007279
4158,	 -0.007279
4160,	 -0.007625
4162,	 -0.007451
4164,	 -0.006932
4166,	 -0.007279
4168,	 -0.007451
4170,	 -0.007279
4172,	 -0.006932
4174,	 -0.007105
4176,	 -0.006759
4178,	 -0.007625
4180,	 -0.006932
4182,	 -0.007451
4184,	 -0.006932
4186,	 -0.007105
4188,	 -0.007279
4190,	 -0.007451
4192,	 -0.007279
4194,	 -0.007625
4196,	 -0.006759
4198,	 -0.007972
4200,	 -0.007279
4202,	 -0.007279
4204,	 -0.006932
4206,	 -0.007279
4208,	 -0.006932
4210,	 -0.007451
4212,	 -0.006759
4214,	 -0.007105
4216,	 -0.007279
4218,	 -0.007451
4220,	 -0.006932
4222,	 -0.007105
4224,	 -0.007105
4226,	 -0.007625
4228,	 -0.006932
4230,	 -0.007625
4232,	 -0.007105
4234,	 -0.007105
4236,	 -0.006759
4238,	 -0.007105
4240,	 -0.007625
4242,	 -0.007625
4244,	 -0.007279
4246,	 -0.007279
4248,	 -0.006932
4250,	 -0.007625
4252,	 -0.006932
4254,	 -0.007279
4256,	 -0.006759
4258,	 -0.007625
4260,	 -0.006759
4262,	 -0.007279
4264,	 -0.007451
4266,	 -0.007798
4268,	 -0.007105
4270,	 -0.007279
4272,	 -0.007798
4274,	 -0.007972
4276,	 -0.006759
4278,	 -0.007279
4280,	 -0.007279
4282,	 -0.007972
4284,	 -0.007798
4286,	 -0.007279
4288,	 -0.007279
4290,	 -0.007625
4292,	 -0.006932
4294,	 -0.007451
4296,	 -0.007279
4298,	 -0.006585
4300,	 -0.007279
4302,	 -0.007279
4304,	 -0.007279
4306,	 -0.007972
4308,	 -0.006932
4310,	 -0.007279
4312,	 -0.007279
4314,	 -0.007451
4316,	 -0.006932
4318,	 -0.006759
4320,	 -0.007625
4322,	 -0.007625
4324,	 -0.006932
4326,	 -0.007105
4328,	 -0.007625
4330,	 -0.007451
4332,	 -0.007279
4334,	 -0.007279
4336,	 -0.007279
4338,	 -0.007451
4340,	 -0.007279
4342,	 -0.007279
4344,	 -0.007279
4346,	 -0.007451
4348,	 -0.007279
4350,	 -0.006759
4352,	 -0.007625
4354,	 -0.007279
4356,	 -0.006759
4358,	 -0.007451
4360,	 -0.007105
4362,	 -0.006932
4364,	 -0.007279
4366,	 -0.006585
4368,	 -0.007279
4370,	 -0.007279
4372,	 -0.006932
4374,	 -0.007105
4376,	 -0.007625
4378,	 -0.007105
4380,	 -0.007105
4382,	 -0.007279
4384,	 -0.007279
4386,	 -0.007972
4388,	 -0.007105
4390,	 -0.007451
4392,	 -0.007105
4394,	 -0.007625
4396,	 -0.007451
4398,	 -0.007279
4400,	 -0.007625
4402,	 -0.007625
4404,	 -0.006932
4406,	 -0.007625
4408,	 -0.007625
4410,	 -0.007451
4412,	 -0.007625
4414,	 -0.007451
4416,	 -0.007279
4418,	 -0.007625
4420,	 -0.007279
4422,	 -0.007105
4424,	 -0.007625
4426,	 -0.007798
4428,	 -0.006585
4430,	 -0.006585
4432,	 -0.007625
4434,	 -0.007625
4436,	 -0.006759
4438,	 -0.007798
4440,	 -0.007625
4442,	 -0.007105
4444,	 -0.007451
4446,	 -0.007279
4448,	 -0.007279
4450,	 -0.007451
4452,	 -0.007451
4454,	 -0.007625
4456,	 -0.006932
4458,	 -0.006759
4460,	 -0.007279
4462,	 -0.007279
4464,	 -0.007279
4466,	 -0.007451
4468,	 -0.006759
4470,	 -0.007279
4472,	 -0.007451
4474,	 -0.007105
4476,	 -0.007105
4478,	 -0.007105
4480,	 -0.007279
4482,	 -0.008145
4484,	 -0.007279
4486,	 -0.007279
4488,	 -0.007625
4490,	 -0.007451
4492,	 -0.007451
4494,	 -0.007105
4496,	 -0.007451
4498,	 -0.007625
4500,	 -0.006932
4502,	 -0.007279
4504,	 -0.007279
4506,	 -0.007625
4508,	 -0.007105
4510,	 -0.007625
4512,	 -0.007279
4514,	 -0.007451
4516,	 -0.007105
4518,	 -0.007279
4520,	 -0.007279
4522,	 -0.007451
4524,	 -0.007105
4526,	 -0.007105
4528,	 -0.007105
4530,	 -0.007625
4532,	 -0.007279
4534,	 -0.007105
4536,	 -0.006932
4538,	 -0.007625
4540,	 -0.006932
4542,	 -0.007279
4544,	 -0.007279
4546,	 -0.007625
4548,	 -0.007105
4550,	 -0.007625
4552,	 -0.007798
4554,	 -0.007105
4556,	 -0.007105
4558,	 -0.007279
4560,	 -0.007105
4562,	 -0.007625
4564,	 -0.006759
4566,	 -0.007279
4568,	 -0.007625
4570,	 -0.007451
4572,	 -0.007625
4574,	 -0.007625
4576,	 -0.007798
4578,	 -0.007451
4580,	 -0.006932
4582,	 -0.007279
4584,	 -0.007451
4586,	 -0.007279
4588,	 -0.006759
4590,	 -0.007105
4592,	 -0.007279
4594,	 -0.007625
4596,	 -0.007625
4598,	 -0.007798
4600,	 -0.007279
4602,	 -0.007451
4604,	 -0.007279
4606,	 -0.007279
4608,	 -0.007279
4610,	 -0.007279
4612,	 -0.007105
4614,	 -0.007451
4616,	 -0.007279
4618,	 -0.007451
4620,	 -0.006238
4622,	 -0.007105
4624,	 -0.006932
4626,	 -0.007972
4628,	 -0.007105
4630,	 -0.007279
4632,	 -0.007798
4634,	 -0.007451
4636,	 -0.007451
4638,	 -0.007625
4640,	 -0.007105
4642,	 -0.007972
4644,	 -0.007105
4646,	 -0.007279
4648,	 -0.007279
4650,	 -0.007451
4652,	 -0.006412
4654,	 -0.006759
4656,	 -0.007625
4658,	 -0.007451
4660,	 -0.007279
4662,	 -0.007279
4664,	 -0.007279
4666,	 -0.007451
4668,	 -0.007451
4670,	 -0.007625
4672,	 -0.007279
4674,	 -0.007279
4676,	 -0.007625
4678,	 -0.007451
4680,	 -0.007798
4682,	 -0.007625
4684,	 -0.006932
4686,	 -0.006932
4688,	 -0.007625
4690,	 -0.007279
4692,	 -0.006932
4694,	 -0.007279
4696,	 -0.006932
4698,	 -0.007279
4700,	 -0.007279
4702,	 -0.007279
4704,	 -0.006759
4706,	 -0.007451
4708,	 -0.006932
4710,	 -0.007279
4712,	 -0.007279
4714,	 -0.007279
4716,	 -0.006932
4718,	 -0.007105
4720,	 -0.007279
4722,	 -0.008318
4724,	 -0.007279
4726,	 -0.007451
4728,	 -0.007625
4730,	 -0.007625
4732,	 -0.007798
4734,	 -0.007625
4736,	 -0.007279
4738,	 -0.007625
4740,	 -0.007279
4742,	 -0.007279
4744,	 -0.007625
4746,	 -0.007972
4748,	 -0.006932
4750,	 -0.006932
4752,	 -0.007625
4754,	 -0.007798
4756,	 -0.007279
4758,	 -0.006932
4760,	 -0.007105
4762,	 -0.007451
4764,	 -0.006932
4766,	 -0.007105
4768,	 -0.006932
4770,	 -0.007105
4772,	 -0.007105
4774,	 -0.007798
4776,	 -0.006759
4778,	 -0.006932
4780,	 -0.006759
4782,	 -0.007105
4784,	 -0.007625
4786,	 -0.007625
4788,	 -0.006759
4790,	 -0.007972
4792,	 -0.006585
4794,	 -0.007279
4796,	 -0.006932
4798,	 -0.007279
4800,	 -0.007105
4802,	 -0.007451
4804,	 -0.007279
4806,	 -0.007625
4808,	 -0.007279
4810,	 -0.006932
4812,	 -0.006932
4814,	 -0.007625
4816,	 -0.006932
4818,	 -0.007798
4820,	 -0.006759
4822,	 -0.007972
4824,	 -0.007105
4826,	 -0.007798
4828,	 -0.006932
4830,	 -0.007105
4832,	 -0.007625
4834,	 -0.007105
4836,	 -0.006932
4838,	 -0.007451
4840,	 -0.007279
4842,	 -0.007279
4844,	 -0.006932
4846,	 -0.007105
4848,	 -0.007625
4850,	 -0.007972
4852,	 -0.007105
4854,	 -0.007105
4856,	 -0.007279
4858,	 -0.007279
4860,	 -0.006932
4862,	 -0.007279
4864,	 -0.007279
4866,	 -0.007105
4868,	 -0.007279
4870,	 -0.007972
4872,	 -0.007279
4874,	 -0.007451
4876,	 -0.006932
4878,	 -0.007105
4880,	 -0.007279
4882,	 -0.007798
4884,	 -0.006932
4886,	 -0.007105
4888,	 -0.007625
4890,	 -0.007105
4892,	 -0.006412
4894,	 -0.006759
4896,	 -0.007279
4898,	 -0.007451
4900,	 -0.006585
4902,	 -0.007798
4904,	 -0.007625
4906,	 -0.007625
4908,	 -0.006759
4910,	 -0.006759
4912,	 -0.007105
4914,	 -0.007279
4916,	 -0.007279
4918,	 -0.007279
4920,	 -0.006932
4922,	 -0.007451
4924,	 -0.006412
4926,	 -0.007105
4928,	 -0.007279
4930,	 -0.006932
4932,	 -0.006585
4934,	 -0.007279
4936,	 -0.007451
4938,	 -0.007105
4940,	 -0.007105
4942,	 -0.006932
4944,	 -0.007105
4946,	 -0.007451
4948,	 -0.007279
4950,	 -0.007279
4952,	 -0.007105
4954,	 -0.007798
4956,	 -0.007625
4958,	 -0.006759
4960,	 -0.006932
4962,	 -0.007798
4964,	 -0.007625
4966,	 -0.007451
4968,	 -0.007798
4970,	 -0.007625
4972,	 -0.006932
4974,	 -0.007105
4976,	 -0.006932
4978,	 -0.007279
4980,	 -0.006759
4982,	 -0.007451
4984,	 -0.007279
4986,	 -0.006759
4988,	 -0.007279
4990,	 -0.007451
4992,	 -0.007798
4994,	 -0.007451
4996,	 -0.006932
4998,	 -0.007105
5000,	 -0.007625
5002,	 -0.007625
5004,	 -0.007451
5006,	 -0.007279
5008,	 -0.007625
5010,	 -0.007105
5012,	 -0.006932
5014,	 -0.007451
5016,	 -0.007279
5018,	 -0.007451
5020,	 -0.007625
5022,	 -0.007105
5024,	 -0.007625
5026,	 -0.007798
5028,	 -0.006932
5030,	 -0.007451
5032,	 -0.007625
5034,	 -0.007105
5036,	 -0.007279
5038,	 -0.006932
5040,	 -0.007279
5042,	 -0.007625
5044,	 -0.007279
5046,	 -0.007105
5048,	 -0.007451
5050,	 -0.007105
5052,	 -0.006932
5054,	 -0.007625
5056,	 -0.007451
5058,	 -0.007625
5060,	 -0.006585
5062,	 -0.006932
5064,	 -0.007798
5066,	 -0.007451
5068,	 -0.006932
5070,	 -0.007279
5072,	 -0.007279
5074,	 -0.007625
5076,	 -0.006932
5078,	 -0.007105
5080,	 -0.007279
5082,	 -0.007451
5084,	 -0.007105
5086,	 -0.007279
5088,	 -0.007451
5090,	 -0.007105
5092,	 -0.006932
5094,	 -0.007279
5096,	 -0.006932
5098,	 -0.007451
5100,	 -0.006759
5102,	 -0.006932
5104,	 -0.007451
5106,	 -0.007279
5108,	 -0.006932
5110,	 -0.007625
5112,	 -0.006932
5114,	 -0.007105
5116,	 -0.007279
5118,	 -0.007279
5120,	 -0.007625
5122,	 -0.007625
5124,	 -0.006932
5126,	 -0.007625
5128,	 -0.007451
5130,	 -0.007279
5132,	 -0.006932
5134,	 -0.006932
5136,	 -0.007279
5138,	 -0.007451
5140,	 -0.006932
5142,	 -0.007279
5144,	 -0.006932
5146,	 -0.007105
5148,	 -0.006759
5150,	 -0.007279
5152,	 -0.006932
5154,	 -0.007451
5156,	 -0.006759
5158,	 -0.007625
