time [nanoSec],	 voltage[mV] 
32206,	 -0.000346
32208,	 -0.000693
32210,	 -0.001040
32212,	 0.000000
32214,	 0.000000
32216,	 -0.000520
32218,	 -0.000346
32220,	 -0.000346
32222,	 -0.000173
32224,	 -0.000173
32226,	 -0.000693
32228,	 0.000173
32230,	 -0.000866
32232,	 -0.000693
32234,	 -0.000520
32236,	 -0.000346
32238,	 -0.000346
32240,	 -0.000346
32242,	 -0.000346
32244,	 -0.000346
32246,	 -0.000173
32248,	 -0.000173
32250,	 -0.001040
32252,	 0.000173
32254,	 -0.000346
32256,	 -0.000346
32258,	 -0.000693
32260,	 -0.000520
32262,	 -0.000693
32264,	 -0.000173
32266,	 -0.000693
32268,	 0.000173
32270,	 -0.000520
32272,	 -0.000520
32274,	 -0.000346
32276,	 -0.000173
32278,	 -0.000346
32280,	 -0.000346
32282,	 -0.000866
32284,	 0.000000
32286,	 -0.000346
32288,	 -0.000173
32290,	 -0.000520
32292,	 -0.000173
32294,	 -0.001040
32296,	 -0.000520
32298,	 -0.000173
32300,	 -0.000346
32302,	 -0.000346
32304,	 -0.000693
32306,	 -0.000866
32308,	 0.000173
32310,	 -0.000346
32312,	 0.000000
32314,	 -0.000520
32316,	 -0.000346
32318,	 -0.000346
32320,	 -0.000346
32322,	 -0.000520
32324,	 0.000173
32326,	 -0.000520
32328,	 -0.000693
32330,	 -0.000346
32332,	 0.000173
32334,	 -0.000693
32336,	 -0.000693
32338,	 -0.000520
32340,	 0.000000
32342,	 -0.000173
32344,	 -0.000693
32346,	 -0.000520
32348,	 -0.000520
32350,	 -0.000346
32352,	 -0.000173
32354,	 -0.000693
32356,	 0.000173
32358,	 -0.000693
32360,	 -0.000346
32362,	 -0.000346
32364,	 0.000000
32366,	 -0.000173
32368,	 -0.000346
32370,	 -0.001040
32372,	 -0.000173
32374,	 -0.000693
32376,	 -0.000173
32378,	 -0.000866
32380,	 -0.000693
32382,	 0.000000
32384,	 -0.000346
32386,	 -0.000693
32388,	 -0.000520
32390,	 -0.000866
32392,	 0.000000
32394,	 -0.000346
32396,	 0.000000
32398,	 -0.000173
32400,	 -0.000693
32402,	 -0.000693
32404,	 -0.000346
32406,	 -0.000346
32408,	 -0.000520
32410,	 -0.000346
32412,	 -0.000346
32414,	 -0.000520
32416,	 0.000000
32418,	 -0.000693
32420,	 -0.000346
32422,	 0.000000
32424,	 -0.000346
32426,	 -0.000693
32428,	 -0.000173
32430,	 0.000000
32432,	 -0.000693
32434,	 -0.000520
32436,	 0.000000
32438,	 -0.000866
32440,	 -0.000173
32442,	 -0.000173
32444,	 -0.000173
32446,	 -0.000520
32448,	 -0.000693
32450,	 -0.000346
32452,	 0.000000
32454,	 -0.000693
32456,	 -0.000173
32458,	 -0.000520
32460,	 -0.000173
32462,	 -0.000173
32464,	 -0.000346
32466,	 -0.000693
32468,	 -0.000346
32470,	 -0.000346
32472,	 -0.000346
32474,	 0.000000
32476,	 0.000000
32478,	 -0.000346
32480,	 -0.000693
32482,	 -0.000520
32484,	 0.000173
32486,	 -0.000346
32488,	 -0.000173
32490,	 -0.000346
32492,	 -0.000346
32494,	 -0.000173
32496,	 -0.000693
32498,	 -0.001040
32500,	 0.000173
32502,	 -0.000346
32504,	 -0.000346
32506,	 -0.000173
32508,	 -0.000346
32510,	 0.000000
32512,	 0.000000
32514,	 -0.001040
32516,	 -0.000346
32518,	 -0.000346
32520,	 -0.000520
32522,	 -0.000693
32524,	 0.000173
32526,	 -0.000346
32528,	 -0.000346
32530,	 -0.000520
32532,	 -0.000346
32534,	 -0.000520
32536,	 -0.000173
32538,	 -0.000173
32540,	 -0.000693
32542,	 0.000173
32544,	 -0.000693
32546,	 -0.000693
32548,	 0.000000
32550,	 -0.000346
32552,	 -0.000346
32554,	 -0.000346
32556,	 -0.000173
32558,	 -0.000346
32560,	 -0.000346
32562,	 -0.000346
32564,	 0.000173
32566,	 -0.000520
32568,	 -0.000520
32570,	 -0.000693
32572,	 -0.000346
32574,	 -0.000173
32576,	 -0.000173
32578,	 -0.000693
32580,	 0.000000
32582,	 0.000000
32584,	 -0.000693
32586,	 -0.000520
32588,	 0.000000
32590,	 -0.000346
32592,	 0.000000
32594,	 -0.000520
32596,	 -0.000173
32598,	 -0.000520
32600,	 -0.000346
32602,	 -0.000346
32604,	 0.000173
32606,	 -0.000173
32608,	 -0.000693
32610,	 -0.000520
32612,	 -0.000346
32614,	 -0.000346
32616,	 -0.000866
32618,	 -0.000346
32620,	 0.000000
32622,	 -0.000346
32624,	 0.000000
32626,	 -0.000346
32628,	 -0.000693
32630,	 -0.000520
32632,	 -0.000173
32634,	 -0.000346
32636,	 0.000000
32638,	 -0.000173
32640,	 0.000000
32642,	 -0.000346
32644,	 -0.000346
32646,	 -0.001040
32648,	 -0.000173
32650,	 -0.000173
32652,	 -0.000346
32654,	 -0.000346
32656,	 -0.000346
32658,	 -0.000520
32660,	 0.000000
32662,	 -0.000346
32664,	 -0.000346
32666,	 -0.000693
32668,	 -0.000346
32670,	 -0.000693
32672,	 -0.000693
32674,	 -0.000693
32676,	 0.000173
32678,	 -0.000346
32680,	 -0.000346
32682,	 -0.000173
32684,	 0.000173
32686,	 -0.000346
32688,	 -0.000520
32690,	 -0.001213
32692,	 0.000000
32694,	 -0.000346
32696,	 -0.000693
32698,	 -0.000693
32700,	 0.000000
32702,	 -0.000520
32704,	 -0.000346
32706,	 -0.000520
32708,	 -0.000173
32710,	 -0.000520
32712,	 -0.000520
32714,	 -0.000866
32716,	 0.000173
32718,	 -0.000346
32720,	 0.000000
32722,	 -0.001040
32724,	 0.000000
32726,	 -0.000693
32728,	 -0.000173
32730,	 -0.000866
32732,	 -0.000173
32734,	 -0.000346
32736,	 -0.000346
32738,	 -0.000520
32740,	 -0.000173
32742,	 -0.000346
32744,	 -0.000520
32746,	 -0.000520
32748,	 0.000000
32750,	 -0.000346
32752,	 -0.000173
32754,	 -0.000693
32756,	 0.000000
32758,	 -0.000173
32760,	 0.000000
32762,	 -0.000520
32764,	 -0.000173
32766,	 0.000000
32768,	 -0.000173
32770,	 -0.000346
32772,	 0.000000
32774,	 -0.000520
32776,	 -0.000520
32778,	 -0.000520
32780,	 0.000000
32782,	 -0.000346
32784,	 -0.000520
32786,	 -0.000693
32788,	 0.000000
32790,	 -0.000173
32792,	 -0.000346
32794,	 -0.000693
32796,	 -0.000173
32798,	 -0.000346
32800,	 -0.000520
32802,	 0.000000
32804,	 -0.000346
32806,	 -0.001386
32808,	 -0.000346
32810,	 0.000173
32812,	 -0.000173
32814,	 -0.000520
32816,	 -0.000520
32818,	 -0.000693
32820,	 -0.000173
32822,	 -0.000520
32824,	 -0.000346
32826,	 -0.000346
32828,	 0.000000
32830,	 -0.000346
32832,	 0.000000
32834,	 -0.000346
32836,	 -0.000346
32838,	 -0.000866
32840,	 -0.000866
32842,	 -0.000173
32844,	 0.000173
32846,	 -0.000173
32848,	 -0.000520
32850,	 -0.001040
32852,	 0.000000
32854,	 -0.000346
32856,	 -0.000346
32858,	 -0.000520
32860,	 -0.000346
32862,	 -0.000346
32864,	 -0.000173
32866,	 -0.000346
32868,	 0.000000
32870,	 -0.000520
32872,	 -0.000173
32874,	 -0.000693
32876,	 0.000000
32878,	 0.000000
32880,	 -0.000346
32882,	 -0.001040
32884,	 0.000000
32886,	 -0.000173
32888,	 -0.000693
32890,	 -0.000693
32892,	 -0.000173
32894,	 -0.000173
32896,	 -0.000346
32898,	 -0.000173
32900,	 0.000000
32902,	 -0.000173
32904,	 -0.000173
32906,	 -0.000346
32908,	 -0.000346
32910,	 -0.000173
32912,	 -0.000693
32914,	 -0.000346
32916,	 -0.000346
32918,	 -0.000520
32920,	 0.000000
32922,	 -0.000173
32924,	 -0.000173
32926,	 -0.000346
32928,	 -0.000520
32930,	 -0.000866
32932,	 0.000520
32934,	 -0.000346
32936,	 -0.000346
32938,	 -0.000520
32940,	 -0.000520
32942,	 0.000000
32944,	 0.000000
32946,	 -0.000693
32948,	 -0.000346
32950,	 -0.000346
32952,	 -0.000346
32954,	 -0.000693
32956,	 0.000000
32958,	 -0.000693
32960,	 -0.000346
32962,	 -0.000520
32964,	 -0.000346
32966,	 -0.000346
32968,	 -0.000173
32970,	 -0.000346
32972,	 -0.000346
32974,	 -0.000520
32976,	 -0.000520
32978,	 -0.000520
32980,	 -0.000173
32982,	 -0.000346
32984,	 -0.000346
32986,	 -0.000346
32988,	 0.000000
32990,	 -0.000173
32992,	 -0.000693
32994,	 -0.000693
32996,	 -0.000693
32998,	 -0.000693
33000,	 -0.000520
33002,	 -0.000693
33004,	 -0.000173
33006,	 0.000173
33008,	 -0.000346
33010,	 -0.000346
33012,	 -0.000346
33014,	 -0.000693
33016,	 -0.000346
33018,	 -0.000346
33020,	 -0.000173
33022,	 0.000000
33024,	 -0.000346
33026,	 -0.000693
33028,	 0.000000
33030,	 -0.000520
33032,	 -0.000346
33034,	 -0.000346
33036,	 0.000000
33038,	 -0.000346
33040,	 -0.000693
33042,	 -0.001040
33044,	 -0.000173
33046,	 -0.000346
33048,	 0.000173
33050,	 -0.000346
33052,	 0.000000
33054,	 -0.000346
33056,	 -0.000520
33058,	 -0.000520
33060,	 -0.000693
33062,	 -0.000346
33064,	 -0.000346
33066,	 -0.000346
33068,	 -0.000346
33070,	 -0.000173
33072,	 -0.000693
33074,	 -0.000520
33076,	 -0.000346
33078,	 -0.001040
33080,	 -0.000173
33082,	 -0.000693
33084,	 0.000000
33086,	 -0.000693
33088,	 -0.000346
33090,	 -0.000173
33092,	 -0.000520
33094,	 -0.000346
33096,	 -0.000346
33098,	 -0.000173
33100,	 -0.000346
33102,	 0.000000
33104,	 -0.000346
33106,	 -0.000693
33108,	 0.000000
33110,	 -0.000693
33112,	 -0.000520
33114,	 -0.000346
33116,	 -0.000346
33118,	 -0.000346
33120,	 -0.000173
33122,	 -0.000693
33124,	 -0.000173
33126,	 -0.000346
33128,	 0.000173
33130,	 -0.000693
33132,	 -0.000520
33134,	 -0.000520
33136,	 -0.000346
33138,	 -0.000693
33140,	 -0.000173
33142,	 -0.000520
33144,	 -0.000346
33146,	 -0.000693
33148,	 -0.000173
33150,	 -0.000173
33152,	 -0.000346
33154,	 -0.001040
33156,	 -0.000173
33158,	 -0.000866
33160,	 -0.000346
33162,	 -0.000693
33164,	 -0.000173
33166,	 -0.000346
33168,	 -0.000173
33170,	 -0.000520
33172,	 -0.000346
33174,	 0.000000
33176,	 0.000000
33178,	 -0.000693
33180,	 -0.000173
33182,	 0.000000
33184,	 -0.000173
33186,	 -0.000693
33188,	 0.000000
33190,	 -0.000866
33192,	 -0.000346
33194,	 0.000000
33196,	 0.000000
33198,	 -0.000346
33200,	 -0.000693
33202,	 -0.000693
33204,	 0.000000
33206,	 -0.000346
33208,	 -0.000173
33210,	 -0.000346
33212,	 -0.000173
33214,	 -0.000520
33216,	 0.000000
33218,	 -0.000866
33220,	 0.000173
33222,	 -0.000693
33224,	 -0.000520
33226,	 -0.000346
33228,	 0.000000
33230,	 -0.000693
33232,	 -0.000346
33234,	 -0.000693
33236,	 0.000000
33238,	 -0.000346
33240,	 0.000173
33242,	 -0.000346
33244,	 -0.000173
33246,	 -0.000346
33248,	 -0.000346
33250,	 0.000000
33252,	 -0.000346
33254,	 -0.000866
33256,	 -0.000346
33258,	 -0.000520
33260,	 0.000000
33262,	 -0.000173
33264,	 -0.000173
33266,	 -0.001213
33268,	 -0.000173
33270,	 -0.000520
33272,	 -0.000346
33274,	 -0.000346
33276,	 -0.000520
33278,	 -0.000346
33280,	 -0.000173
33282,	 0.000173
33284,	 0.000000
33286,	 -0.000693
33288,	 -0.000693
33290,	 -0.000520
33292,	 0.000346
33294,	 -0.000173
33296,	 -0.000346
33298,	 -0.000693
33300,	 0.000000
33302,	 -0.000173
33304,	 -0.000346
33306,	 -0.000346
33308,	 0.000000
33310,	 -0.000173
33312,	 -0.000346
33314,	 -0.001040
33316,	 -0.000693
33318,	 -0.000346
33320,	 0.000000
33322,	 -0.000346
33324,	 -0.000346
33326,	 -0.000693
33328,	 -0.000520
33330,	 0.000000
33332,	 -0.000346
33334,	 -0.000346
33336,	 -0.000173
33338,	 -0.000693
33340,	 -0.000346
33342,	 0.000000
33344,	 -0.000346
33346,	 -0.000693
33348,	 -0.000346
33350,	 -0.000520
33352,	 -0.000520
33354,	 -0.000173
33356,	 0.000173
33358,	 -0.000346
33360,	 -0.000346
33362,	 -0.000520
33364,	 0.000346
33366,	 -0.000520
33368,	 -0.000693
33370,	 -0.000173
33372,	 0.000000
33374,	 -0.000346
33376,	 -0.000520
33378,	 -0.000520
33380,	 -0.000693
33382,	 -0.000346
33384,	 0.000000
33386,	 -0.000693
33388,	 0.000173
33390,	 0.000000
33392,	 -0.000520
33394,	 -0.000520
33396,	 0.000173
33398,	 -0.000173
33400,	 -0.000693
33402,	 -0.000693
33404,	 -0.000346
33406,	 -0.000173
33408,	 -0.000346
33410,	 -0.000520
33412,	 0.000000
33414,	 -0.000693
33416,	 -0.000346
33418,	 -0.000866
33420,	 0.000000
33422,	 -0.000173
33424,	 -0.000520
33426,	 -0.001213
33428,	 -0.000520
33430,	 -0.000520
33432,	 -0.000693
33434,	 -0.000346
33436,	 0.000000
33438,	 -0.000346
33440,	 -0.000346
33442,	 -0.000520
33444,	 -0.000173
33446,	 -0.000866
33448,	 -0.000173
33450,	 -0.000173
33452,	 -0.000173
33454,	 0.000000
33456,	 -0.000520
33458,	 -0.000520
33460,	 0.000000
33462,	 -0.000693
33464,	 -0.000520
33466,	 -0.000520
33468,	 -0.000346
33470,	 -0.000173
33472,	 -0.000346
33474,	 -0.000346
33476,	 -0.000346
33478,	 -0.000693
33480,	 -0.000520
33482,	 -0.000346
33484,	 -0.000346
33486,	 -0.000520
33488,	 -0.000520
33490,	 -0.000346
33492,	 0.000173
33494,	 -0.000173
33496,	 -0.000346
33498,	 -0.001213
33500,	 0.000173
33502,	 0.000000
33504,	 -0.000520
33506,	 -0.000693
33508,	 -0.000346
33510,	 -0.000346
33512,	 -0.000346
33514,	 0.000000
33516,	 -0.000693
33518,	 -0.000173
33520,	 -0.000346
33522,	 -0.000346
33524,	 0.000000
33526,	 -0.000520
33528,	 -0.000346
33530,	 -0.000346
33532,	 -0.000173
33534,	 0.000000
33536,	 -0.000520
33538,	 -0.000693
33540,	 0.000000
33542,	 -0.000346
33544,	 -0.000346
33546,	 -0.000520
33548,	 0.000173
33550,	 -0.000693
33552,	 -0.000173
33554,	 -0.000346
33556,	 0.000000
33558,	 -0.000693
33560,	 -0.000346
33562,	 -0.000346
33564,	 0.000000
33566,	 -0.000346
33568,	 -0.000346
33570,	 -0.000693
33572,	 0.000173
33574,	 -0.000346
33576,	 -0.000346
33578,	 -0.000346
33580,	 0.000000
33582,	 -0.000346
33584,	 -0.000693
33586,	 -0.000520
33588,	 -0.000346
33590,	 -0.000520
33592,	 -0.000346
33594,	 0.000000
33596,	 0.000000
33598,	 -0.000346
33600,	 -0.000346
33602,	 -0.000693
33604,	 0.000173
33606,	 -0.000520
33608,	 -0.000520
33610,	 -0.000693
33612,	 -0.000346
33614,	 0.000000
33616,	 -0.000520
33618,	 -0.000346
33620,	 -0.000346
33622,	 -0.000520
33624,	 -0.000173
33626,	 -0.000866
33628,	 0.000000
33630,	 0.000000
33632,	 -0.000346
33634,	 -0.000520
33636,	 0.000173
33638,	 -0.000520
33640,	 -0.000346
33642,	 -0.000346
33644,	 0.000000
33646,	 -0.000693
33648,	 0.000173
33650,	 -0.000520
33652,	 -0.000173
33654,	 -0.000520
33656,	 -0.000173
33658,	 -0.000346
33660,	 -0.000693
33662,	 -0.000693
33664,	 0.000000
33666,	 -0.000520
33668,	 -0.000520
33670,	 -0.000520
33672,	 -0.000346
33674,	 -0.000866
33676,	 0.000173
33678,	 -0.000693
33680,	 -0.000173
33682,	 -0.000520
33684,	 -0.000173
33686,	 0.000000
33688,	 -0.000173
33690,	 -0.000693
33692,	 -0.000346
33694,	 -0.000346
33696,	 -0.000346
33698,	 -0.000346
33700,	 0.000173
33702,	 -0.000693
33704,	 -0.000173
33706,	 -0.000346
33708,	 0.000346
33710,	 -0.000346
33712,	 -0.000520
33714,	 -0.000520
33716,	 0.000173
33718,	 0.000000
33720,	 -0.000693
33722,	 -0.000693
33724,	 -0.000346
33726,	 -0.000520
33728,	 -0.000520
33730,	 -0.000346
33732,	 0.000173
33734,	 -0.000866
33736,	 -0.000346
33738,	 -0.000346
33740,	 0.000000
33742,	 -0.000346
33744,	 -0.000346
33746,	 -0.000520
33748,	 -0.000346
33750,	 -0.000346
33752,	 -0.000346
33754,	 -0.000520
33756,	 -0.000346
33758,	 -0.000346
33760,	 -0.000173
33762,	 -0.000520
33764,	 -0.000173
33766,	 -0.000693
33768,	 -0.000346
33770,	 -0.000173
33772,	 0.000000
33774,	 -0.000346
33776,	 -0.000693
33778,	 -0.000693
33780,	 0.000000
33782,	 -0.000346
33784,	 -0.000346
33786,	 -0.000346
33788,	 -0.000173
33790,	 0.000000
33792,	 -0.000173
33794,	 -0.000693
33796,	 -0.000346
33798,	 -0.000346
33800,	 -0.000693
33802,	 -0.000520
33804,	 -0.000173
33806,	 -0.000173
33808,	 -0.000173
33810,	 -0.000866
33812,	 0.000000
33814,	 -0.000520
33816,	 -0.000346
33818,	 -0.000346
33820,	 -0.000173
33822,	 0.000000
33824,	 -0.000346
33826,	 -0.000693
33828,	 0.000000
33830,	 -0.000520
33832,	 -0.000346
33834,	 0.000000
33836,	 -0.000173
33838,	 0.000346
33840,	 -0.000520
33842,	 -0.000693
33844,	 0.000173
33846,	 -0.000346
33848,	 -0.000346
33850,	 -0.000520
33852,	 -0.000866
33854,	 -0.000173
33856,	 0.000000
33858,	 -0.000693
33860,	 -0.000693
33862,	 -0.000693
33864,	 -0.000693
33866,	 -0.000346
33868,	 0.000173
33870,	 -0.000520
33872,	 -0.000520
33874,	 -0.000346
33876,	 0.000000
33878,	 -0.000346
33880,	 -0.000693
33882,	 -0.000520
33884,	 0.000000
33886,	 -0.000173
33888,	 -0.000520
33890,	 -0.000693
33892,	 0.000000
33894,	 -0.000520
33896,	 -0.000520
33898,	 -0.000346
33900,	 0.000000
33902,	 -0.000346
33904,	 -0.000693
33906,	 -0.000520
33908,	 0.000173
33910,	 -0.000173
33912,	 -0.000520
33914,	 -0.000346
33916,	 0.000000
33918,	 0.000000
33920,	 -0.000693
33922,	 -0.000346
33924,	 0.000173
33926,	 -0.000520
33928,	 -0.000866
33930,	 -0.000346
33932,	 0.000000
33934,	 0.000000
33936,	 0.000000
33938,	 -0.000693
33940,	 0.000000
33942,	 -0.000346
33944,	 -0.000346
33946,	 -0.000346
33948,	 -0.000693
33950,	 -0.000346
33952,	 0.000346
33954,	 -0.000693
33956,	 0.000000
33958,	 -0.000520
33960,	 -0.000520
33962,	 -0.000346
33964,	 -0.000346
33966,	 -0.000520
33968,	 -0.000346
33970,	 -0.000866
33972,	 0.000000
33974,	 -0.000346
33976,	 -0.000693
33978,	 -0.000346
33980,	 0.000173
33982,	 0.000000
33984,	 -0.000693
33986,	 -0.000520
33988,	 -0.000346
33990,	 -0.000693
33992,	 -0.000520
33994,	 -0.000693
33996,	 0.000000
33998,	 -0.000346
34000,	 -0.000866
34002,	 -0.000520
34004,	 -0.000346
34006,	 -0.000346
34008,	 -0.000173
34010,	 -0.000520
34012,	 0.000173
34014,	 -0.000520
34016,	 -0.000173
34018,	 -0.000346
34020,	 0.000000
34022,	 -0.000693
34024,	 -0.000346
34026,	 -0.000346
34028,	 -0.000173
34030,	 -0.000346
34032,	 0.000000
34034,	 -0.000693
34036,	 -0.000346
34038,	 -0.000693
34040,	 -0.000173
34042,	 -0.000346
34044,	 0.000520
34046,	 -0.000520
34048,	 -0.000693
34050,	 -0.000346
34052,	 0.000000
34054,	 -0.000693
34056,	 -0.000346
34058,	 -0.000346
34060,	 0.000000
34062,	 0.000000
34064,	 0.000000
34066,	 -0.000693
34068,	 0.000000
34070,	 -0.000173
34072,	 -0.000173
34074,	 -0.000520
34076,	 0.000173
34078,	 -0.000173
34080,	 0.000173
34082,	 -0.000520
34084,	 0.000000
34086,	 -0.001040
34088,	 -0.000173
34090,	 -0.000346
34092,	 -0.000346
34094,	 0.000000
34096,	 0.000000
34098,	 -0.001040
34100,	 -0.000173
34102,	 -0.000693
34104,	 0.000000
34106,	 -0.000520
34108,	 -0.000173
34110,	 0.000000
34112,	 -0.000346
34114,	 -0.000693
34116,	 0.000000
34118,	 -0.000693
34120,	 -0.000346
34122,	 -0.000693
34124,	 0.000000
34126,	 -0.000346
34128,	 -0.000693
34130,	 -0.000346
34132,	 0.000000
34134,	 -0.000693
34136,	 -0.000520
34138,	 -0.000346
34140,	 0.000173
34142,	 -0.000520
34144,	 -0.000346
34146,	 -0.001040
34148,	 -0.000173
34150,	 -0.000346
34152,	 -0.000346
34154,	 -0.000693
34156,	 0.000000
34158,	 -0.000520
34160,	 -0.000346
34162,	 -0.000693
34164,	 -0.000346
34166,	 -0.000693
34168,	 0.000173
34170,	 -0.000520
34172,	 -0.000520
34174,	 -0.000346
34176,	 -0.000346
34178,	 -0.000866
34180,	 -0.000173
34182,	 -0.000346
34184,	 -0.000173
34186,	 -0.000693
34188,	 -0.000346
34190,	 -0.000346
34192,	 0.000000
34194,	 -0.000693
34196,	 0.000000
34198,	 -0.000173
34200,	 -0.000520
34202,	 0.000000
34204,	 -0.000520
34206,	 -0.000520
34208,	 -0.000173
34210,	 -0.000346
34212,	 0.000173
34214,	 -0.000866
34216,	 -0.000346
34218,	 -0.000346
34220,	 -0.000346
34222,	 0.000000
34224,	 0.000000
34226,	 -0.000866
34228,	 -0.000346
34230,	 -0.000346
34232,	 -0.000346
34234,	 -0.000173
34236,	 0.000000
34238,	 -0.000346
34240,	 -0.000693
34242,	 -0.000520
34244,	 0.000000
34246,	 -0.000693
34248,	 -0.000346
34250,	 0.000000
34252,	 -0.000520
34254,	 0.000173
34256,	 -0.000346
34258,	 -0.001040
34260,	 0.000000
34262,	 -0.000346
34264,	 -0.000346
34266,	 -0.000520
34268,	 0.000000
34270,	 -0.000173
34272,	 -0.000346
34274,	 -0.000693
34276,	 -0.000346
34278,	 -0.000693
34280,	 0.000000
34282,	 0.000000
34284,	 -0.000866
34286,	 0.000000
34288,	 -0.000346
34290,	 -0.001040
34292,	 0.000346
34294,	 -0.000693
34296,	 -0.000693
34298,	 0.000000
34300,	 -0.000520
34302,	 -0.000173
34304,	 -0.000346
34306,	 -0.000520
34308,	 -0.000346
34310,	 -0.000346
34312,	 -0.000693
34314,	 -0.000693
34316,	 0.000000
34318,	 -0.000173
34320,	 -0.000173
34322,	 -0.000520
34324,	 -0.000693
34326,	 -0.000173
34328,	 -0.000173
34330,	 0.000000
34332,	 0.000000
34334,	 -0.000346
34336,	 -0.000173
34338,	 -0.000346
34340,	 -0.000346
34342,	 -0.000346
34344,	 -0.000346
34346,	 -0.000346
34348,	 0.000000
34350,	 -0.000173
34352,	 -0.000346
34354,	 -0.000693
34356,	 -0.000346
34358,	 -0.000520
34360,	 0.000000
34362,	 -0.000346
34364,	 -0.000520
34366,	 -0.000346
34368,	 -0.000346
34370,	 -0.000866
34372,	 -0.000173
34374,	 -0.000173
34376,	 -0.000346
34378,	 -0.000346
34380,	 0.000173
34382,	 -0.000346
34384,	 -0.000346
34386,	 -0.000346
34388,	 0.000000
34390,	 -0.000346
34392,	 -0.000173
34394,	 -0.000346
34396,	 -0.000346
34398,	 -0.000346
34400,	 -0.000173
34402,	 -0.000173
34404,	 -0.000173
34406,	 -0.000520
34408,	 -0.000346
34410,	 -0.000693
34412,	 0.000173
34414,	 -0.000346
34416,	 -0.000520
34418,	 -0.000520
34420,	 -0.000346
34422,	 -0.000173
34424,	 -0.000173
34426,	 -0.000866
34428,	 -0.000346
34430,	 -0.000520
34432,	 0.000173
34434,	 -0.000693
34436,	 0.000000
34438,	 -0.000693
34440,	 -0.000346
34442,	 -0.000346
34444,	 -0.000346
34446,	 -0.000693
34448,	 -0.000520
34450,	 -0.000346
34452,	 0.000346
34454,	 -0.000693
34456,	 -0.000520
34458,	 -0.000693
34460,	 -0.000173
34462,	 -0.000346
34464,	 0.000000
34466,	 -0.000346
34468,	 -0.000346
34470,	 -0.000693
34472,	 -0.000173
34474,	 -0.000520
34476,	 -0.000346
34478,	 0.000000
34480,	 -0.000346
34482,	 -0.001040
34484,	 0.000000
34486,	 -0.000346
34488,	 -0.000346
34490,	 -0.000520
34492,	 0.000000
34494,	 0.000000
34496,	 -0.000693
34498,	 -0.000693
34500,	 0.000000
34502,	 -0.001040
34504,	 -0.000346
34506,	 -0.000520
34508,	 -0.000173
34510,	 -0.000346
34512,	 -0.000520
34514,	 -0.000520
34516,	 0.000000
34518,	 -0.000346
34520,	 -0.000346
34522,	 -0.000693
34524,	 -0.000173
34526,	 0.000000
34528,	 0.000173
34530,	 -0.000866
34532,	 -0.000693
34534,	 -0.000520
34536,	 -0.000346
34538,	 -0.000520
34540,	 0.000000
34542,	 -0.000346
34544,	 -0.000346
34546,	 -0.000866
34548,	 0.000173
34550,	 -0.000346
34552,	 -0.000173
34554,	 -0.000346
34556,	 -0.000346
34558,	 0.000000
34560,	 -0.000346
34562,	 -0.001040
34564,	 -0.000346
34566,	 -0.000346
34568,	 0.000000
34570,	 0.000000
34572,	 -0.000173
34574,	 -0.000520
34576,	 -0.000173
34578,	 -0.000866
34580,	 0.000000
34582,	 -0.000520
34584,	 -0.000346
34586,	 -0.000693
34588,	 0.000173
34590,	 -0.000173
34592,	 -0.000173
34594,	 -0.000693
34596,	 0.000173
34598,	 0.000000
34600,	 -0.000346
34602,	 -0.000693
34604,	 0.000173
34606,	 0.000000
34608,	 -0.000346
34610,	 -0.001040
34612,	 0.000173
34614,	 -0.000346
34616,	 -0.000693
34618,	 -0.000693
34620,	 -0.000693
34622,	 -0.000173
34624,	 -0.000173
34626,	 -0.000346
34628,	 -0.000346
34630,	 -0.000693
34632,	 -0.000346
34634,	 0.000000
34636,	 -0.000346
34638,	 -0.000693
34640,	 -0.000173
34642,	 -0.000693
34644,	 0.000000
34646,	 -0.000520
34648,	 -0.000520
34650,	 -0.000520
34652,	 0.000000
34654,	 -0.000693
34656,	 -0.000693
34658,	 -0.000346
34660,	 0.000000
34662,	 -0.000693
34664,	 0.000000
34666,	 -0.000173
34668,	 -0.000520
34670,	 -0.000173
34672,	 -0.000693
34674,	 -0.001040
34676,	 -0.000346
34678,	 -0.000173
34680,	 -0.000693
34682,	 -0.001040
34684,	 0.000000
34686,	 -0.000346
34688,	 -0.000693
34690,	 -0.000520
34692,	 0.000000
34694,	 -0.000693
34696,	 -0.000346
34698,	 -0.000346
34700,	 -0.000346
34702,	 -0.000346
34704,	 -0.000520
34706,	 -0.000346
34708,	 -0.000173
34710,	 -0.000520
34712,	 -0.000346
34714,	 -0.000346
34716,	 -0.000520
34718,	 -0.000173
34720,	 -0.000346
34722,	 -0.000693
34724,	 0.000000
34726,	 -0.000346
34728,	 -0.000693
34730,	 -0.000346
34732,	 -0.000346
34734,	 0.000000
34736,	 -0.000693
34738,	 -0.000346
34740,	 -0.000173
34742,	 -0.000693
34744,	 -0.000173
34746,	 -0.000346
34748,	 -0.000346
34750,	 -0.000346
34752,	 -0.000520
34754,	 -0.000866
34756,	 -0.000520
34758,	 -0.000346
34760,	 -0.000693
34762,	 -0.000173
34764,	 0.000000
34766,	 -0.000346
34768,	 -0.000173
34770,	 -0.000520
34772,	 -0.000173
34774,	 -0.000520
34776,	 -0.000520
34778,	 -0.000346
34780,	 -0.000346
34782,	 -0.000346
34784,	 -0.000520
34786,	 -0.000866
34788,	 0.000000
34790,	 -0.000693
34792,	 -0.000520
